Wavelength	Intensity
609.254348204421	20.149999618530273
609.530868428927	19.5
609.80738464639512	22.350000381469727
610.08389685527573	15.949999809265137
610.360405054019	20.049999237060547
610.636909241075	24.450000762939453
610.91340941489489	16.799999237060547
611.18990557392863	12.25
611.46639771662683	10.949999809265137
611.74288584144051	22.600000381469727
612.01936994681978	44.599998474121094
612.29585003121588	37.25
612.57232609307971	25.25
612.84879813086206	34.400001525878906
613.1252661430135	33.099998474121094
613.4017301279863	41.950000762939453
613.67819008423032	84.25
613.95464601019751	49.599998474121094
614.23109790433864	27.75
614.50754576510576	54.150001525878906
614.78398959094977	63.450000762939453
615.06042938032272	36.5
615.336865131676	26.149999618530273
615.6132968434606	12
615.88972451412963	14.550000190734863
616.16614814213358	9.4499998092651367
616.44256772592519	9.1000003814697266
616.71898326395637	7.25
616.99539475467839	3.6500000953674316
617.2718021965444	8.3500003814697266
617.54820558800589	4.9000000953674316
617.82460492751568	7.4499998092651367
618.10100021352571	14.600000381469727
618.37739144448824	24.299999237060547
618.65377861885588	37.049999237060547
618.93016173508181	21.100000381469727
619.20654079161807	17.149999618530273
619.48291578691749	26.75
619.75928671943234	50.349998474121094
620.03565358761659	33.400001525878906
620.31201638992229	18.700000762939453
620.58837512480284	33.400001525878906
620.86472979071107	63.650001525878906
621.14108038610061	54.700000762939453
621.41742690942419	38.799999237060547
621.6937693591359	17.200000762939453
621.97010773368777	19.799999237060547
622.24644203153468	25.649999618530273
622.52277225112914	39.599998474121094
622.79909839092522	68
623.07542044937645	102.19999694824219
623.35173842493691	83.199996948242188
623.62805231606012	87.25
623.90436212120039	110.65000152587891
624.18066783881147	52.200000762939453
624.45696946734665	27.149999618530273
624.73326700526115	25.75
625.00956045100941	24.850000381469727
625.28584980304447	57.799999237060547
625.56213505982134	81.199996948242188
625.838416219795	71.4000015258789
626.11469328141914	88.800003051757813
626.39096624314845	63.75
626.6672351034382	53.700000762939453
626.94349986074258	37.099998474121094
627.219760513517	30.850000381469727
627.49601706021542	61.400001525878906
627.77226949929377	47.5
628.04851782920616	36.599998474121094
628.32476204840862	62.75
628.60100215535567	96.0999984741211
628.87723814850312	91.699996948242188
629.15347002630574	33.549999237060547
629.42969778721977	28.850000381469727
629.7059214297	38.950000762939453
629.98214095220226	55.75
630.258356353182	40.099998474121094
630.53456763109546	19.850000381469727
630.810774784398	14
631.08697781154581	23
631.36317671099437	33.900001525878906
631.6393714812	53.900001525878906
631.91556212061892	72.5
632.1917486277074	54.650001525878906
632.46793100092145	58.5
632.74410923871767	69.949996948242188
633.02028333955263	75.1500015258789
633.29645330188225	86.800003051757813
633.57261912416311	46.900001525878906
633.84878080485248	36.049999237060547
634.12493834240672	68.449996948242188
634.40109173528276	90.6500015258789
634.67724098193719	77.75
634.95338608082693	55.700000762939453
635.22952703040983	38.900001525878906
635.505663829142	35.099998474121094
635.78179647548166	18.700000762939453
636.05792496788513	27.200000762939453
636.33404930481015	52.450000762939453
636.61016948471377	73.699996948242188
636.88628550605461	61.799999237060547
637.16239736728869	67.5
637.43850506687477	128.05000305175781
637.71460860327034	59
637.99070797493323	57.200000762939453
638.26680318032106	54.599998474121094
638.54289421789213	46.450000762939453
638.81898108610415	38.75
639.09506378341553	51.650001525878906
639.37114230828456	43.450000762939453
639.64721665916863	57.200000762939453
639.92328683452763	51.349998474121094
640.1993528328187	34.5
640.47541465250083	55.5
640.7514722920323	73.25
641.02752574987244	71.050003051757813
641.3035750244793	83.449996948242188
641.57962011431243	85.949996948242188
641.85566101782979	101.30000305175781
642.13169773349125	75.8499984741211
642.40773025975534	63.900001525878906
642.683758595081	52.599998474121094
642.95978273792821	75.4000015258789
643.23580268675573	83.949996948242188
643.51181844002349	47.099998474121094
643.78782999618966	37.400001525878906
644.06383735371514	35.549999237060547
644.33984051105858	20.799999237060547
644.61583946668054	30.950000762939453
644.89183421904022	41.799999237060547
645.167824766597	69.800003051757813
645.44381110781171	82.5
645.71979324114409	68.550003051757813
645.99577116505441	64.449996948242188
646.271744878002	45.549999237060547
646.54771437844784	39.900001525878906
646.82367966485151	54.400001525878906
647.09964073567437	70.949996948242188
647.375597589377	84.699996948242188
647.65155022441888	73.050003051757813
647.92749863926065	33.650001525878906
648.203442832364	21.049999237060547
648.47938280218955	22.149999618530273
648.75531854719725	21.149999618530273
649.03125006584867	19.649999618530273
649.307177356605	25.149999618530273
649.5831004179272	50.400001525878906
649.85901924827635	82.5
650.13493384611377	78.9000015258789
650.410844209901	62.599998474121094
