Wavelength	Intensity
609.254348204421	1022.4500122070313
609.530868428927	964.75
609.80738464639512	963.0999755859375
610.08389685527573	875.1500244140625
610.360405054019	885.4000244140625
610.636909241075	1075.0999755859375
610.91340941489489	1114.1500244140625
611.18990557392863	1065.449951171875
611.46639771662683	1014.2000122070313
611.74288584144051	982.25
612.01936994681978	939.9000244140625
612.29585003121588	959.95001220703125
612.57232609307971	949.0999755859375
612.84879813086206	1009.9000244140625
613.1252661430135	1103.4000244140625
613.4017301279863	1011.6500244140625
613.67819008423032	881.0999755859375
613.95464601019751	868.5
614.23109790433864	1000.0999755859375
614.50754576510576	1026.75
614.78398959094977	984.9000244140625
615.06042938032272	1001.6500244140625
615.336865131676	1090.8499755859375
615.6132968434606	1124.8499755859375
615.88972451412963	1059.699951171875
616.16614814213358	1048.800048828125
616.44256772592519	983.4000244140625
616.71898326395637	881.95001220703125
616.99539475467839	857.54998779296875
617.2718021965444	928.20001220703125
617.54820558800589	1121.550048828125
617.82460492751568	1252.800048828125
618.10100021352571	1156.6500244140625
618.37739144448824	1023.4500122070313
618.65377861885588	1175.199951171875
618.93016173508181	1186
619.20654079161807	1108.550048828125
619.48291578691749	1068.949951171875
619.75928671943234	1054.9000244140625
620.03565358761659	1035.449951171875
620.31201638992229	1061.199951171875
620.58837512480284	1053.949951171875
620.86472979071107	1158
621.14108038610061	1042.050048828125
621.41742690942419	998.70001220703125
621.6937693591359	993.45001220703125
621.97010773368777	898.8499755859375
622.24644203153468	888.0999755859375
622.52277225112914	977.3499755859375
622.79909839092522	1050.25
623.07542044937645	1192.050048828125
623.35173842493691	1197.550048828125
623.62805231606012	1058.6500244140625
623.90436212120039	1060.3499755859375
624.18066783881147	1027.5
624.45696946734665	946.95001220703125
624.73326700526115	1068.550048828125
625.00956045100941	1102.800048828125
625.28584980304447	1195.199951171875
625.56213505982134	1151.800048828125
625.838416219795	1186.5999755859375
626.11469328141914	1253.75
626.39096624314845	1331.5999755859375
626.6672351034382	1286.449951171875
626.94349986074258	1431.75
627.219760513517	1494.8499755859375
627.49601706021542	1427.25
627.77226949929377	1228.1500244140625
628.04851782920616	1219.300048828125
628.32476204840862	1336.6500244140625
628.60100215535567	1501.8499755859375
628.87723814850312	1685.5
629.15347002630574	1651.3499755859375
629.42969778721977	1596.300048828125
629.7059214297	1574
629.98214095220226	1496.8499755859375
630.258356353182	1614.550048828125
630.53456763109546	1655.5999755859375
630.810774784398	1723.6500244140625
631.08697781154581	1824.5999755859375
631.36317671099437	1813.800048828125
631.6393714812	1817.25
631.91556212061892	1776.449951171875
632.1917486277074	1632.699951171875
632.46793100092145	1683.1500244140625
632.74410923871767	1885.300048828125
633.02028333955263	2125.64990234375
633.29645330188225	1881.6500244140625
633.57261912416311	1779.1500244140625
633.84878080485248	1884.800048828125
634.12493834240672	1893.6500244140625
634.40109173528276	1796.1500244140625
634.67724098193719	1899
634.95338608082693	1915.199951171875
635.22952703040983	1902.449951171875
635.505663829142	1938.300048828125
635.78179647548166	1912.75
636.05792496788513	1992.5
636.33404930481015	1984.300048828125
636.61016948471377	1882.800048828125
636.88628550605461	2072.949951171875
637.16239736728869	2379.449951171875
637.43850506687477	2166.199951171875
637.71460860327034	1983.75
637.99070797493323	2007.449951171875
638.26680318032106	1993.300048828125
638.54289421789213	1770.25
638.81898108610415	1662.0999755859375
639.09506378341553	1746.5999755859375
639.37114230828456	1917.4000244140625
639.64721665916863	1898.5999755859375
639.92328683452763	1804.050048828125
