Wavelength	Intensity
609.254348204421	1194.199951171875
609.530868428927	1342.699951171875
609.80738464639512	1416.5
610.08389685527573	1333.199951171875
610.360405054019	1385.0999755859375
610.636909241075	1312.949951171875
610.91340941489489	1314.300048828125
611.18990557392863	1247.8499755859375
611.46639771662683	1218.1500244140625
611.74288584144051	1155.4000244140625
612.01936994681978	1297.6500244140625
612.29585003121588	1464.800048828125
612.57232609307971	1447.1500244140625
612.84879813086206	1337.3499755859375
613.1252661430135	1299.5
613.4017301279863	1417.5999755859375
613.67819008423032	1289.800048828125
613.95464601019751	1172.4000244140625
614.23109790433864	1240.4000244140625
614.50754576510576	1366.6500244140625
614.78398959094977	1357.300048828125
615.06042938032272	1400.800048828125
615.336865131676	1379.199951171875
615.6132968434606	1146.199951171875
615.88972451412963	1091.8499755859375
616.16614814213358	1120
616.44256772592519	1123.949951171875
616.71898326395637	1228.300048828125
616.99539475467839	1175.9000244140625
617.2718021965444	1040.75
617.54820558800589	980.9000244140625
617.82460492751568	995.5999755859375
618.10100021352571	1029.6500244140625
618.37739144448824	1082.050048828125
618.65377861885588	1149.050048828125
618.93016173508181	1111.75
619.20654079161807	1060.699951171875
619.48291578691749	1024.300048828125
619.75928671943234	1124.5
620.03565358761659	1092.5999755859375
620.31201638992229	1008.5
620.58837512480284	1008.0499877929688
620.86472979071107	1099.5999755859375
621.14108038610061	1146.3499755859375
621.41742690942419	1297.0999755859375
621.6937693591359	1286.550048828125
621.97010773368777	1359.3499755859375
622.24644203153468	1525.25
622.52277225112914	1528.5999755859375
622.79909839092522	1495.4000244140625
623.07542044937645	1377.4000244140625
623.35173842493691	1399.800048828125
623.62805231606012	1536.3499755859375
623.90436212120039	1487.6500244140625
624.18066783881147	1345.1500244140625
624.45696946734665	1312.550048828125
624.73326700526115	1374.6500244140625
625.00956045100941	1338.699951171875
625.28584980304447	1380.449951171875
625.56213505982134	1322.1500244140625
625.838416219795	1197.5999755859375
626.11469328141914	1258.949951171875
626.39096624314845	1333.6500244140625
626.6672351034382	1372.300048828125
626.94349986074258	1417
627.219760513517	1527
627.49601706021542	1667.75
627.77226949929377	1788.199951171875
628.04851782920616	2002
628.32476204840862	1975.25
628.60100215535567	1972.75
628.87723814850312	2081.550048828125
629.15347002630574	1966.5
629.42969778721977	2214
629.7059214297	2202.449951171875
629.98214095220226	1857.1500244140625
630.258356353182	1771.0999755859375
630.53456763109546	1981.5
630.810774784398	2123.39990234375
631.08697781154581	2182.75
631.36317671099437	2501.39990234375
631.6393714812	2581.85009765625
631.91556212061892	2327.60009765625
632.1917486277074	2162.35009765625
632.46793100092145	1962.5
632.74410923871767	1808.9000244140625
633.02028333955263	1739.300048828125
633.29645330188225	1662.4000244140625
633.57261912416311	1949.5
633.84878080485248	2251.35009765625
634.12493834240672	2160.39990234375
634.40109173528276	1887
634.67724098193719	1873.4000244140625
634.95338608082693	2028.0999755859375
635.22952703040983	2115.550048828125
635.505663829142	2125.14990234375
635.78179647548166	1995.5
636.05792496788513	2011.300048828125
636.33404930481015	2069.550048828125
636.61016948471377	1966.25
636.88628550605461	1889
637.16239736728869	1564.699951171875
637.43850506687477	1545.050048828125
637.71460860327034	1615.949951171875
637.99070797493323	1656.6500244140625
638.26680318032106	1842.0999755859375
638.54289421789213	1872.050048828125
638.81898108610415	1703.5
639.09506378341553	1506.9000244140625
639.37114230828456	1545.699951171875
639.64721665916863	1609.949951171875
639.92328683452763	1567.550048828125
640.1993528328187	1670.8499755859375
640.47541465250083	1843.550048828125
640.7514722920323	1668.300048828125
641.02752574987244	1629.5999755859375
641.3035750244793	1577
641.57962011431243	1774.8499755859375
641.85566101782979	2062.35009765625
642.13169773349125	2053.199951171875
642.40773025975534	1975.199951171875
642.683758595081	1905.449951171875
642.95978273792821	1797
643.23580268675573	1666.4000244140625
643.51181844002349	1533.300048828125
643.78782999618966	1405.8499755859375
644.06383735371514	1515.3499755859375
644.33984051105858	1707.300048828125
644.61583946668054	1664.1500244140625
644.89183421904022	1522.25
645.167824766597	1515.699951171875
645.44381110781171	1638.050048828125
645.71979324114409	1705.800048828125
645.99577116505441	1803.25
646.271744878002	1745.25
646.54771437844784	1855.1500244140625
646.82367966485151	1943.75
647.09964073567437	2103.75
647.375597589377	2225.050048828125
647.65155022441888	2357.199951171875
647.92749863926065	2287.10009765625
648.203442832364	1909.75
648.47938280218955	1772.5
648.75531854719725	1866.800048828125
649.03125006584867	1994.0999755859375
649.307177356605	1909.449951171875
649.5831004179272	1819.4000244140625
649.85901924827635	1888.199951171875
650.13493384611377	1941.699951171875
650.410844209901	1897.449951171875
650.686750338099	1873.25
650.96265222916929	1948.5
651.23854988157393	1894.800048828125
651.51444329377443	1806.300048828125
651.79033246423273	1862.4000244140625
652.06621739140974	1740.949951171875
652.34209807376862	1569.25
652.61797450977008	1424.75
652.89384669787739	1397.5
653.16971463655193	1631.75
653.44557832425585	1631.5999755859375
653.72143775945176	1442.3499755859375
653.997292940602	1382.8499755859375
654.273143866169	1573.199951171875
654.54899053461543	1687.8499755859375
654.82483294440362	1756.3499755859375
655.10067109399665	1695.25
655.37650498185678	1654.4000244140625
655.65233460644731	1957.1500244140625
655.92815996623108	2144.050048828125
656.20398105967092	1940.1500244140625
656.47979788523037	1826.300048828125
656.75561044137226	1647.25
657.03141872655954	1625.800048828125
657.30722273925585	1794.4000244140625
657.58302247792517	1828.300048828125
657.85881794103022	1593.199951171875
658.134609127035	1436.300048828125
658.41039603440311	1504.050048828125
658.686178661598	1542.6500244140625
658.96195700708415	1506.300048828125
659.23773106932424	1449.75
